study_hours,sleep_hours,break_frequency,concentration_level,burnout_risk
8.1,6.9,35,1,63.47
9.8,10.7,12,2,30.26
6.6,6.6,33,4,15.54
8.9,7.0,48,2,51.26
17.5,8.3,29,1,96.28
8.0,7.8,13,1,38.55
9.5,13.0,56,4,5.04
7.3,7.1,35,4,11.05
6.6,7.4,50,2,34.96
14.4,12.7,55,2,43.03
8.9,9.0,56,2,40.91
9.0,6.9,50,5,21.98
8.5,7.2,42,3,46.34
9.0,7.7,33,2,45.34
9.0,6.9,20,2,48.12
8.3,4.8,41,4,37.34
6.6,7.3,12,2,38.69
9.2,6.1,9,3,46.48
9.8,12.0,40,5,8.68
8.2,6.3,22,4,35.99
8.8,7.4,7,1,63.66
6.9,6.2,38,4,30.45
8.1,6.1,9,3,40.49
6.3,4.8,12,5,29.36
10.1,9.4,56,2,40.38
4.6,14.5,41,1,5.8
7.7,7.1,16,5,7.81
4.0,6.2,22,5,11.39
9.9,5.9,31,1,64.61
8.8,8.0,11,3,39.25
2.1,7.2,47,4,0.0
1.5,8.0,51,2,0.0
15.7,6.5,23,5,67.66
8.5,6.4,44,4,27.72
8.9,7.6,54,5,17.39
9.9,13.9,22,5,2.27
6.0,4.4,40,2,40.97
7.2,8.0,12,4,33.85
17.6,7.3,33,4,72.37
8.4,9.3,22,3,24.19
9.7,10.7,9,4,26.08
1.4,5.2,9,3,9.75
9.7,7.1,45,5,33.76
7.1,7.0,29,1,43.29
7.2,14.2,5,4,0.0
10.1,7.7,49,1,52.21
14.6,7.2,15,4,84.98
6.1,6.1,18,2,43.64
7.5,6.6,45,4,29.03
7.3,7.9,50,2,29.06
19.5,14.1,55,1,67.79
12.0,7.5,13,4,52.05
8.7,3.3,53,3,39.83
6.6,13.4,51,4,0.0
14.6,6.2,9,2,88.89
7.3,7.4,28,1,43.94
4.7,10.8,10,1,10.37
9.6,8.5,21,5,24.99
4.3,5.8,15,4,17.68
8.7,8.7,34,4,19.87
4.5,7.9,16,2,24.15
7.7,7.8,19,3,26.2
6.7,12.9,18,1,20.03
9.6,11.2,12,1,47.08
15.8,14.7,52,3,30.26
6.9,5.7,52,3,24.58
6.4,12.0,17,2,22.43
19.0,13.9,32,5,41.86
5.8,7.4,47,2,27.06
15.1,7.8,24,3,72.57
6.7,2.1,53,2,40.36
15.7,4.6,30,3,91.43
6.0,6.0,60,3,19.28
9.3,7.6,45,5,33.15
9.7,8.1,44,5,12.75
9.4,9.3,44,1,45.0
6.3,12.9,27,4,0.0
19.5,7.9,19,1,100.0
8.9,7.3,32,3,31.05
4.6,6.6,5,5,9.25
7.3,6.9,22,2,34.18
9.2,6.9,53,5,24.25
3.1,8.0,13,2,21.21
9.0,10.9,6,5,13.57
7.5,10.7,54,3,5.2
7.6,6.6,17,3,44.39
7.3,7.8,18,4,22.89
8.0,6.7,13,4,28.23
6.4,10.9,30,3,10.6
15.6,6.6,36,2,82.21
7.3,7.7,7,1,47.83
9.8,9.5,22,5,19.27
17.2,7.3,25,5,70.75
9.0,6.6,35,2,50.3
8.1,6.3,28,5,33.79
9.7,6.5,38,4,28.47
8.2,10.8,46,4,8.38
8.0,6.5,9,5,29.29
9.6,6.0,36,1,62.18
9.6,7.7,25,5,30.26
16.4,6.3,50,3,88.01
4.5,7.0,31,4,14.61
9.0,12.7,37,1,19.1
7.7,3.9,7,3,57.0
8.2,10.1,23,4,19.01
6.3,7.6,5,3,30.31
13.2,12.7,49,5,12.35
12.3,7.8,60,4,46.01
7.5,12.2,8,4,4.94
8.9,6.8,31,3,43.99
11.7,6.4,59,1,62.38
8.1,14.4,57,5,0.0
9.7,10.1,46,3,34.66
7.1,7.0,27,3,41.63
8.2,10.9,8,3,22.12
6.5,5.4,24,4,27.67
7.8,7.4,16,2,38.05
7.9,7.0,35,4,31.79
17.9,2.3,13,5,92.06
10.0,7.2,17,2,55.34
9.0,7.9,38,5,5.31
19.8,13.2,37,2,73.18
8.7,11.1,44,3,28.39
1.8,7.0,58,4,0.0
9.7,7.9,50,1,57.49
8.0,3.1,34,2,52.94
5.3,2.5,51,5,11.22
6.9,7.5,50,4,15.59
10.7,6.1,26,2,60.4
1.4,8.4,11,3,0.0
8.7,7.9,55,1,41.22
2.9,13.0,40,2,0.0
15.2,6.1,21,5,73.15
1.7,13.0,13,1,0.0
9.6,7.7,47,2,48.52
6.3,6.7,8,3,38.16
17.6,6.3,42,3,88.26
6.5,10.8,59,2,14.71
6.6,14.7,32,1,5.88
8.1,6.3,36,1,50.47
9.4,12.0,22,2,29.01
15.2,7.6,9,4,69.16
7.2,11.0,57,1,24.65
7.1,6.5,6,4,41.37
9.4,14.7,15,5,0.0
15.1,7.8,34,2,85.4
6.7,2.1,48,3,46.75
7.3,7.3,31,3,37.12
9.2,8.0,52,2,34.76
16.5,12.6,19,1,73.23
7.5,12.1,28,3,7.55
6.4,13.1,23,4,0.0
9.8,6.4,44,5,22.75
7.5,7.0,58,4,12.0
9.1,7.0,5,4,45.63
19.3,7.3,56,4,76.26
8.7,9.2,32,3,40.2
9.6,4.4,12,5,46.42
1.7,14.0,26,2,0.0
11.7,7.8,29,2,61.36
7.0,6.2,22,1,53.02
9.1,7.7,13,5,34.05
20.0,2.7,12,3,100.0
6.5,6.6,47,5,4.49
6.1,6.9,57,1,38.06
6.7,13.9,26,5,0.0
13.3,6.6,6,1,99.91
9.3,10.0,41,3,18.05
13.9,5.9,39,3,66.08
7.2,8.8,10,2,37.13
7.4,7.7,15,4,23.83
9.9,8.4,27,5,21.15
7.2,8.8,47,4,10.45
6.8,7.6,19,4,16.49
6.2,9.1,59,3,7.47
13.1,13.5,23,3,39.35
9.7,6.2,55,1,54.45
10.3,6.1,46,5,23.6
12.6,6.9,28,5,61.44
7.5,7.9,14,2,42.98
9.3,6.7,44,2,42.71
8.6,6.3,37,3,35.76
16.4,6.4,22,4,85.93
9.9,3.8,49,5,47.32
7.4,7.7,22,4,23.52
9.6,8.6,49,5,18.4
9.2,6.7,23,2,53.11
10.4,14.5,28,4,17.58
6.4,14.9,29,4,0.0
16.1,11.0,44,2,62.84
6.3,13.8,13,5,0.0
3.0,9.4,39,5,0.0
7.7,6.0,32,3,47.2
7.6,7.1,32,1,50.65
2.3,6.9,17,4,4.72
7.7,6.5,45,3,32.52
6.3,3.7,36,5,29.01
3.3,6.2,27,2,20.54
6.1,11.9,22,4,0.0
8.8,7.0,16,1,60.95
4.5,8.0,30,2,21.34
7.4,6.7,56,4,6.9
14.2,6.6,25,4,67.71
7.2,5.5,60,1,39.13
6.5,8.0,13,2,40.8
9.4,7.6,58,5,29.75
9.8,6.1,50,2,53.74
7.6,9.9,25,4,16.05
9.3,3.3,46,3,55.16
6.2,7.0,51,1,32.79
6.6,6.9,27,4,22.79
13.2,6.5,45,3,60.15
8.3,7.2,10,3,37.06
7.9,7.6,33,3,40.03
1.0,10.1,5,2,0.0
18.2,6.6,13,2,100.0
6.6,14.6,7,1,6.72
7.5,7.1,59,1,41.82
9.2,13.4,13,5,2.79
8.4,10.3,28,2,31.92
10.7,14.6,48,3,15.5
18.5,4.4,32,5,91.49
8.1,7.2,30,3,30.66
1.1,2.3,59,4,2.42
7.3,3.6,20,2,57.12
1.5,7.0,11,2,14.36
6.5,6.0,21,1,56.78
3.4,13.9,52,5,0.0
8.6,6.7,41,1,51.32
7.3,6.8,42,4,19.85
8.9,7.8,38,1,56.73
6.7,8.0,23,3,34.81
8.8,6.1,12,4,30.74
8.2,7.4,53,4,27.24
6.6,6.2,27,4,26.79
7.1,7.7,20,3,31.73
7.7,10.4,18,3,24.26
10.0,7.4,22,2,51.24
7.7,7.0,53,2,35.19
18.1,12.5,29,3,67.89
8.1,7.9,59,1,30.47
19.1,6.9,20,1,100.0
6.7,7.9,19,3,19.38
9.3,7.0,48,2,35.98
8.7,7.4,55,5,11.65
6.5,6.2,29,2,38.16
8.0,6.4,36,4,12.42
10.9,7.4,29,1,71.1
7.1,6.7,29,1,46.95
9.3,6.6,40,1,48.43
4.3,14.6,12,1,0.0
6.2,6.4,56,1,40.7
16.1,7.5,40,5,56.93
9.1,7.1,44,5,22.98
8.9,10.1,20,5,24.99
3.5,7.7,20,1,24.82
9.4,7.2,10,4,51.08
7.5,6.0,42,5,15.1
9.4,5.0,18,4,48.31
7.2,6.4,25,2,35.33
11.6,13.2,29,5,9.71
8.7,6.1,48,3,40.6
11.5,11.1,32,5,17.4
14.2,6.8,10,1,83.67
2.2,7.9,41,2,0.0
9.9,13.3,14,2,28.35
10.2,7.0,50,1,50.89
6.8,6.3,11,4,32.93
9.7,10.9,15,3,37.61
6.2,5.9,16,3,37.57
7.8,6.3,13,5,19.87
6.3,8.0,51,2,20.97
15.0,6.4,9,1,98.79
18.9,7.0,30,2,100.0
6.5,7.8,31,5,20.52
7.4,7.0,45,3,25.46
17.1,6.7,46,1,95.87
2.1,6.5,51,3,8.61
9.7,7.9,44,5,14.59
7.8,8.0,18,3,25.72
17.2,6.7,53,1,97.66
9.6,7.9,21,2,48.08
2.5,7.3,12,4,0.0
12.8,4.4,5,1,93.83
9.7,6.8,46,2,51.09
19.3,12.8,36,3,84.03
9.4,7.7,10,3,48.31
9.4,7.8,36,1,53.41
9.2,13.7,50,2,15.36
6.6,6.7,9,3,41.23
9.1,5.0,25,5,35.49
1.3,6.5,51,2,3.42
6.3,4.8,33,2,53.01
8.8,7.5,31,4,35.08
6.3,7.5,18,2,32.51
19.0,6.6,41,5,86.28
7.7,12.3,45,3,6.71
6.4,6.5,39,1,36.26
7.5,12.1,52,2,8.1
6.9,6.0,58,4,20.77
9.2,8.0,29,2,38.56
19.3,13.0,54,4,71.52
9.9,10.2,28,1,39.94
14.7,13.4,31,4,43.8
8.8,6.6,11,1,61.2
7.0,4.1,30,2,45.59
6.1,7.0,5,2,42.08
9.1,8.3,32,1,41.95
5.0,12.5,25,4,0.0
9.9,6.6,41,2,51.12
7.2,8.5,20,2,34.03
6.1,7.3,10,1,36.3
8.5,6.0,25,5,34.48
19.7,7.6,58,4,79.65
8.3,6.5,6,3,43.52
9.0,2.2,20,4,63.46
14.2,7.3,19,1,82.27
9.9,6.7,20,4,48.69
6.2,6.6,36,4,18.15
8.6,6.7,41,2,49.88
8.3,5.1,8,3,44.9
2.3,7.4,25,4,0.0
4.8,10.6,31,1,17.8
7.9,3.1,28,2,60.08
16.9,7.3,10,3,91.71
7.1,2.2,38,1,65.34
9.2,3.2,42,3,64.04
7.8,8.0,47,5,10.4
7.4,11.1,22,3,13.42
11.6,6.8,25,3,61.24
7.3,4.3,19,5,32.34
6.4,2.2,34,5,27.86
6.9,7.9,45,1,24.22
6.5,8.6,60,5,2.83
9.3,2.5,10,2,78.09
6.3,6.2,41,1,41.82
9.8,6.4,19,3,53.75
8.3,6.9,22,1,49.93
7.1,3.3,14,5,34.47
8.4,6.9,7,4,35.64
14.2,7.4,31,1,90.14
8.8,7.9,28,1,46.9
3.5,5.7,8,4,9.41
8.2,14.5,15,2,15.23
18.1,7.7,34,2,91.05
9.4,7.4,54,4,22.62
8.9,6.0,5,4,37.91
6.8,8.2,12,1,49.05
8.7,10.0,15,5,17.71
9.6,7.9,39,5,18.28
9.2,7.7,19,2,42.49
1.1,8.1,52,3,0.0
6.5,14.4,13,2,7.04
12.9,12.3,48,5,23.37
9.1,10.5,44,1,35.69
9.3,7.5,16,1,50.01
9.7,6.3,18,2,55.18
12.3,6.5,60,3,50.73
5.8,2.0,10,4,51.69
7.9,7.7,17,2,50.8
9.1,7.0,23,1,59.23
13.0,11.4,11,1,66.25
16.0,13.1,20,5,34.82
1.7,6.5,33,5,0.0
1.9,14.4,40,4,0.0
6.7,9.3,53,2,25.86
6.4,4.8,6,3,42.27
6.4,8.4,37,2,25.09
9.5,13.6,36,5,0.0
13.7,7.6,53,3,72.31
6.7,7.6,5,1,48.13
13.7,10.1,6,2,61.93
19.1,3.8,50,2,100.0
6.9,6.9,44,1,43.89
7.6,6.1,42,5,22.56
8.4,10.3,34,3,28.5
7.3,8.0,31,3,22.27
15.2,7.2,22,5,61.26
6.3,10.6,44,4,0.0
7.2,5.7,8,4,41.75
8.3,8.7,20,2,48.73
18.1,7.1,59,5,67.43
11.5,9.8,44,4,36.25
6.5,3.2,36,1,57.1
9.5,14.1,26,1,23.64
8.8,6.3,35,3,42.71
8.9,7.2,48,1,47.15
6.3,9.0,19,5,1.34
9.6,3.9,47,4,48.58
8.3,7.8,28,4,27.63
7.8,3.4,13,4,44.55
9.8,7.2,7,2,66.42
7.0,3.3,7,3,54.57
7.9,8.0,38,1,32.85
8.9,10.6,6,1,39.98
6.3,7.1,44,5,3.44
12.4,6.3,35,2,64.76
9.2,11.1,31,5,22.98
8.7,6.3,45,3,24.61
4.2,3.2,21,3,41.52
17.8,7.2,14,4,95.73
7.0,6.9,42,1,26.89
15.5,14.7,29,1,58.65
1.4,12.5,15,5,0.0
7.3,15.0,41,4,0.0
8.9,3.2,33,4,50.55
6.9,13.9,15,1,2.61
9.1,4.6,39,3,35.9
5.2,7.2,54,5,0.0
3.5,3.5,35,1,33.96
14.0,3.9,32,1,97.76
7.2,6.3,17,3,40.94
7.6,6.6,37,5,21.1
11.8,3.7,18,2,79.46
8.5,7.8,35,1,47.3
1.0,7.4,31,4,0.0
9.1,7.0,35,2,57.9
1.3,14.2,40,2,0.0
8.6,7.3,16,4,35.66
8.3,11.7,49,1,9.14
7.1,7.6,35,3,31.67
6.5,13.5,6,4,0.0
7.6,6.7,7,3,40.42
8.6,7.1,47,5,17.84
9.2,7.0,35,3,39.58
6.1,14.2,60,3,0.0
9.1,5.7,32,5,28.02
8.5,10.5,38,4,22.52
8.1,6.0,36,4,25.98
4.4,6.5,20,3,30.4
9.6,6.1,50,1,60.9
7.3,10.6,44,5,3.71
7.2,9.2,21,2,29.2
13.2,10.2,53,1,53.76
11.1,7.9,23,1,76.88
8.9,6.2,44,1,47.35
6.3,6.7,41,4,6.49
6.3,7.3,32,5,20.65
8.8,8.2,36,5,17.89
9.2,13.0,7,5,1.12
7.3,10.4,37,3,13.92
7.7,7.3,60,3,24.82
7.5,6.7,24,5,21.41
10.9,4.9,39,2,70.62
8.8,6.1,57,1,54.51
18.9,6.0,39,4,89.69
6.7,6.1,29,3,35.38
9.9,2.6,30,4,59.87
9.8,7.1,59,5,22.13
18.3,6.9,50,5,72.72
16.4,7.3,42,1,94.03
7.3,3.8,31,3,51.96
7.6,6.4,22,1,56.74
9.6,6.8,30,2,48.38
9.0,4.4,60,4,34.81
15.0,13.3,18,3,48.59
16.2,7.2,11,4,76.46
2.1,7.8,55,3,0.0
8.4,6.2,21,3,51.09
6.1,8.6,14,1,28.01
6.0,7.1,14,5,20.55
6.9,5.1,15,2,50.8
7.5,11.1,20,5,12.36
6.0,6.5,53,4,1.93
9.4,2.7,10,3,70.62
7.4,6.1,40,2,41.61
13.1,12.4,42,5,25.19
7.6,8.1,32,3,37.18
9.5,7.5,41,4,39.55
10.0,14.8,47,2,13.31
16.7,6.1,29,1,98.27
14.0,2.3,38,3,86.5
6.6,6.6,48,5,3.59
5.0,7.0,29,4,5.92
18.9,11.4,5,1,90.78
4.9,10.3,59,5,0.0
17.5,7.3,52,2,86.9
8.0,6.6,58,1,41.78
14.0,14.1,55,4,21.11
7.3,12.1,51,3,10.98
9.4,7.6,39,4,26.09
5.0,12.6,41,3,0.0
3.8,6.5,50,5,0.26
6.1,2.4,15,4,34.58
9.9,7.0,38,4,33.07
5.6,8.1,34,4,6.27
7.2,7.9,5,5,21.97
8.6,6.8,59,4,23.78
6.7,13.3,33,3,0.0
9.3,6.6,33,5,19.93
8.6,6.3,13,4,39.86
6.6,6.5,55,1,30.85
6.7,14.2,23,3,0.0
5.1,7.8,26,2,33.71
7.7,11.4,20,3,17.86
13.8,6.3,26,1,87.4
9.4,4.5,56,1,46.46
6.8,13.8,40,4,0.0
6.7,13.6,47,5,0.0
9.6,6.7,49,2,47.81
7.4,7.4,6,3,38.4
8.4,6.7,24,3,44.22
7.2,4.2,9,4,44.57
8.5,7.2,32,1,51.49
7.1,6.3,24,4,22.32
6.1,4.2,31,3,36.06
6.4,7.7,20,5,15.56
9.0,6.6,43,4,30.73
8.0,6.5,42,3,28.88
7.5,3.7,25,3,46.36
6.8,7.1,40,1,31.62
9.0,6.9,35,5,27.43
7.6,6.9,39,5,12.34
9.8,8.0,45,4,36.82
9.5,6.9,32,3,55.42
17.2,7.3,45,1,100.0
6.1,3.5,46,2,43.67
17.4,5.3,15,3,89.95
17.7,6.9,37,1,100.0
6.6,9.5,49,3,19.56
6.3,14.8,55,5,0.0
6.6,7.2,11,2,38.02
6.9,2.2,8,5,49.43
8.9,7.1,17,3,48.61
7.8,6.2,37,4,30.94
16.5,6.7,57,1,94.25
8.2,7.2,25,5,16.9
6.6,6.2,44,3,30.96
5.4,2.4,13,3,52.36
7.0,7.6,58,5,7.99
2.5,3.8,55,3,13.18
8.3,6.3,55,5,22.8
18.7,2.9,59,4,93.49
2.4,6.0,43,5,0.0
8.2,6.6,29,2,50.97
18.2,4.7,38,4,96.49
9.5,5.0,50,1,56.25
8.5,6.7,15,4,35.33
3.8,9.5,27,1,21.7
7.3,9.5,33,5,1.48
9.9,6.1,40,4,38.66
6.6,7.9,29,2,33.77
9.2,7.1,56,1,47.75
6.3,7.5,29,4,21.49
16.2,7.4,52,5,61.09
9.4,6.3,17,4,39.24
8.2,6.5,10,1,64.68
15.5,8.9,11,3,63.47
8.4,2.1,24,4,59.93
10.8,6.3,10,1,68.29
8.7,6.1,11,1,63.84
18.0,10.2,7,4,70.96
4.3,2.3,37,5,17.8
4.7,7.1,21,5,0.0
3.9,7.2,39,3,14.4
11.4,14.4,43,3,11.26
6.1,14.4,46,3,0.0
6.0,8.5,9,2,35.04
11.0,8.6,55,3,32.24
15.4,12.5,39,5,37.86
20.0,6.0,57,4,88.36
6.3,2.8,12,4,56.02
16.8,2.9,53,2,100.0
7.5,6.6,42,1,43.16
6.6,7.7,42,5,0.0
18.6,7.9,25,3,92.56
9.9,8.6,40,4,26.95
7.9,7.8,39,2,43.79
6.5,7.9,24,5,14.62
12.7,10.2,18,5,36.88
7.4,7.7,49,3,21.43
8.0,6.9,42,5,19.1
1.6,7.2,56,1,3.4
1.2,7.4,50,2,0.0
9.7,8.4,18,5,33.28
9.0,7.0,23,3,45.52
7.2,4.3,10,3,33.46
11.9,2.2,55,3,64.79
7.6,7.6,50,5,4.32
7.5,7.4,34,1,43.34
9.6,14.0,7,2,31.87
6.7,4.1,7,5,44.1
10.7,6.7,55,2,58.98
7.6,4.4,58,4,23.5
9.8,13.4,38,5,4.22
7.3,8.0,47,2,29.46
8.8,7.2,7,2,49.03
7.5,4.3,33,4,40.95
8.2,6.6,25,1,54.05
17.5,7.2,25,4,69.8
9.0,2.5,7,1,78.93
7.5,6.4,41,4,16.82
15.1,5.6,21,5,73.86
8.1,10.8,26,1,34.17
9.3,9.2,14,5,29.71
9.5,6.2,48,4,34.47
18.4,6.9,55,2,93.15
4.6,7.3,12,1,31.28
7.8,6.7,46,4,27.62
6.3,14.1,54,2,0.0
8.3,3.8,16,5,49.18
15.9,6.2,16,5,73.87
2.7,5.7,18,4,15.33
9.9,3.9,21,3,70.57
16.0,9.8,21,1,74.87
9.1,6.8,34,2,59.03
7.4,11.5,48,4,0.58
6.6,6.6,17,3,31.8
9.8,7.0,10,2,60.2
9.5,13.2,23,4,7.61
9.4,7.6,30,3,36.07
7.8,7.7,17,3,38.71
8.8,7.4,57,2,23.97
8.4,6.4,34,1,50.85
7.3,9.8,42,4,18.3
10.0,7.8,54,5,20.0
8.5,9.1,27,3,32.11
6.5,13.9,9,4,0.97
9.8,6.8,52,3,43.76
7.3,6.9,15,2,42.02
8.7,8.5,27,4,34.07
13.6,14.6,21,5,23.42
19.2,7.1,45,2,100.0
5.2,10.1,24,2,14.53
7.0,7.5,34,5,16.66
6.6,2.1,17,3,51.23
7.8,2.7,23,4,52.12
7.7,7.0,35,5,13.61
6.9,7.0,11,2,37.93
8.9,7.7,49,1,47.6
9.8,6.3,8,2,64.11
8.7,9.2,12,3,36.89
7.5,5.0,16,5,29.57
8.0,5.2,20,4,43.25
9.5,13.3,13,3,19.73
11.5,14.4,54,3,7.39
6.7,11.8,13,2,20.86
7.2,14.8,26,3,0.0
7.1,7.6,32,1,45.73
7.0,6.5,56,5,12.12
7.1,10.1,17,2,36.11
6.7,7.4,50,4,12.24
9.9,7.1,5,2,58.33
7.8,7.8,39,2,35.78
6.1,6.4,46,2,36.69
9.2,7.6,28,4,30.35
7.0,3.9,31,4,27.81
7.0,7.8,31,1,34.87
7.4,8.8,41,4,13.61
8.4,5.0,31,5,25.74
18.6,13.9,38,3,60.1
8.7,14.0,12,4,15.49
7.8,3.8,38,2,58.49
7.4,7.3,25,5,17.25
8.3,8.2,39,5,31.67
8.5,6.7,21,2,46.59
9.1,7.1,27,1,57.9
8.0,14.1,12,4,0.24
6.3,7.3,20,4,18.07
1.2,8.0,35,1,3.44
10.0,6.9,48,1,55.08
7.4,14.7,16,2,10.26
3.1,6.0,34,4,1.77
7.2,3.3,28,3,49.05
19.1,8.5,35,4,84.77
12.4,7.5,55,5,42.78
16.5,6.8,46,4,70.55
18.5,14.5,16,3,59.89
7.2,14.5,48,5,0.0
1.3,6.8,26,3,0.0
8.1,10.7,21,2,25.15
6.6,7.9,8,5,7.15
13.0,8.4,37,1,74.77
8.9,7.5,29,1,53.73
6.4,11.7,60,3,0.0
9.0,7.2,19,5,26.42
10.4,7.6,45,2,47.28
8.1,7.8,23,5,17.91
7.2,6.5,20,4,39.45
9.8,6.8,34,2,49.05
8.0,6.2,13,2,58.41
7.7,7.2,26,4,23.18
7.5,5.2,37,4,29.66
7.8,7.0,39,2,36.06
6.4,4.2,52,5,15.79
8.5,7.9,12,4,31.75
6.8,13.7,48,1,4.35
7.2,7.0,43,1,44.94
10.5,12.6,60,4,11.6
6.6,3.2,42,5,35.35
8.5,3.4,45,4,41.32
3.9,6.9,50,2,20.25
10.4,4.6,20,1,69.77
9.2,5.1,55,5,37.97
6.3,5.4,42,2,33.8
7.8,4.9,11,4,51.34
7.5,12.2,19,5,2.51
6.0,9.7,51,1,17.0
6.6,2.6,41,5,34.14
8.8,7.6,29,4,25.8
18.8,6.2,51,3,91.71
7.1,2.7,60,1,56.98
11.1,6.7,13,3,56.31
7.1,7.7,32,1,44.02
16.0,6.7,16,5,56.2
16.9,6.0,48,4,81.37
14.3,4.4,46,2,86.37
7.9,7.4,51,2,32.92
8.3,7.2,20,4,35.05
12.1,7.0,24,1,76.82
12.6,6.7,48,4,50.81
4.5,3.8,32,3,39.95
18.9,6.3,8,5,92.1
9.7,7.9,48,3,26.94
6.7,11.4,22,3,3.82
9.9,7.8,21,1,57.16
9.4,7.5,38,4,32.38
6.5,6.0,14,5,31.87
6.9,6.3,34,1,54.43
1.5,8.0,36,4,0.0
7.9,6.1,33,2,43.36
9.3,3.2,17,2,75.19
7.8,6.2,55,1,53.97
17.9,9.0,13,1,100.0
8.8,7.9,56,3,31.67
9.5,7.8,10,5,33.32
9.6,11.0,24,5,18.17
16.3,10.2,27,4,56.02
6.4,6.1,8,4,19.98
6.3,13.6,15,4,0.0
6.8,12.6,37,2,12.77
14.4,11.9,24,3,42.0
3.0,6.9,28,1,21.62
6.5,7.0,52,4,9.47
8.8,7.2,6,4,37.03
8.6,6.1,15,3,45.01
6.7,13.4,44,5,0.0
7.3,6.8,24,4,29.73
9.6,8.8,37,5,24.95
3.9,3.8,6,5,17.12
9.1,2.9,43,4,39.15
9.8,3.0,23,5,46.5
8.2,7.6,17,4,36.4
8.9,7.2,17,1,60.46
9.2,7.3,9,3,41.81
14.1,12.6,38,4,43.09
12.2,12.9,42,4,37.68
8.6,7.0,52,4,31.97
9.9,6.7,56,5,28.4
9.4,7.7,32,1,53.67
7.5,3.7,13,1,75.98
14.5,11.3,7,2,70.04
6.6,7.6,27,1,34.47
5.0,7.1,45,2,18.79
14.9,9.7,53,3,49.33
9.3,7.7,15,2,47.68
7.3,7.9,59,2,16.04
9.6,7.9,32,1,64.52
3.8,12.2,54,2,0.0
19.8,7.5,51,1,100.0
6.8,10.1,19,4,8.59
6.5,9.9,38,1,20.19
7.5,6.7,25,4,37.93
8.8,11.8,44,2,17.91
1.8,6.1,13,2,23.08
9.4,12.9,22,2,30.83
6.1,6.0,19,5,18.05
5.8,6.2,60,3,21.98
2.8,10.7,44,1,0.0
15.6,7.7,46,3,59.47
6.1,6.1,39,2,43.52
9.1,5.1,48,1,50.59
6.3,7.2,14,1,39.19
10.0,7.6,53,2,51.59
10.0,7.9,11,3,48.49
6.2,7.2,27,4,24.2
8.1,6.3,44,3,36.34
9.5,12.8,60,3,9.76
10.6,6.8,37,4,43.44
8.3,4.0,17,4,53.75
1.1,3.1,5,4,19.34
19.2,11.0,21,2,81.25
8.6,7.9,26,5,15.14
14.6,10.3,58,2,65.27
8.5,7.4,27,5,32.29
14.1,7.4,48,3,75.25
8.8,7.2,31,3,37.32
14.1,8.3,7,3,65.91
1.8,6.5,49,4,0.92
8.2,6.2,25,1,54.03
9.2,2.1,23,1,79.08
11.3,7.5,59,4,34.49
7.9,7.6,35,4,31.96
8.4,6.6,54,3,34.75
8.9,7.2,22,5,22.76
7.4,6.9,39,1,47.47
9.6,7.7,42,2,47.63
3.8,6.0,59,4,16.06
12.8,3.9,31,2,74.21
12.5,4.8,57,4,58.51
8.0,6.7,39,1,36.31
6.9,6.2,35,5,23.73
9.2,7.3,37,1,48.56
6.1,8.5,24,3,31.04
8.7,6.2,29,2,49.69
11.7,14.8,59,3,9.41
9.0,7.1,24,2,49.82
2.2,9.6,17,1,8.94
9.1,3.1,27,4,48.87
6.1,8.9,32,2,19.5
8.9,3.0,24,3,61.63
8.5,4.1,25,2,67.32
8.1,9.5,42,2,26.47
10.0,7.1,60,5,27.3
9.4,9.3,7,2,41.95
7.1,7.2,26,2,32.49
7.6,7.1,47,2,30.32
6.9,6.3,58,5,13.43
10.4,3.2,38,4,55.69
7.4,9.1,14,5,11.3
7.6,14.8,54,2,0.0
8.1,6.5,21,5,29.18
7.3,7.6,23,1,40.86
9.1,6.3,9,1,75.14
7.5,6.5,9,5,26.39
9.9,7.1,38,3,38.75
6.3,11.6,51,2,1.72
7.4,7.0,37,2,34.87
9.3,14.6,19,2,18.36
7.1,3.5,51,1,56.2
10.3,6.7,6,4,56.11
6.1,3.1,60,2,33.18
10.7,7.2,40,1,70.98
8.0,10.2,26,2,23.19
5.1,6.1,10,5,12.77
7.4,6.7,31,4,33.53
2.2,6.9,46,1,14.85
6.6,6.4,42,3,36.3
8.5,7.7,33,1,52.73
12.6,7.3,20,1,75.73
6.9,6.5,39,4,22.67
6.2,7.8,45,4,11.83
14.2,6.9,46,1,71.86
8.1,6.6,10,4,39.19
14.4,7.0,38,4,62.12
16.9,7.7,47,5,61.72
9.6,4.8,45,1,68.77
6.8,5.8,38,1,49.62
7.2,6.6,55,1,34.1
8.7,9.2,29,2,46.8
7.2,6.5,32,2,40.65
8.4,10.8,42,2,20.45
7.6,11.5,50,2,12.1
3.8,7.3,46,1,22.54
11.8,7.3,17,5,40.22
6.5,7.4,17,1,44.29
3.2,6.0,43,3,4.35
8.2,6.1,39,4,27.08
7.4,7.2,7,1,54.28
17.1,7.3,58,1,99.57
9.4,12.9,40,5,9.93
15.7,6.3,57,3,72.61
11.9,7.2,55,5,38.8
9.1,5.0,33,3,50.57
5.7,9.7,26,5,0.0
13.8,6.4,11,2,77.53
7.9,7.7,9,4,36.08
7.9,13.4,55,4,0.0
8.1,6.2,47,2,43.09
6.0,6.8,42,3,20.42
9.6,7.1,14,3,61.67
18.6,12.7,5,1,96.23
11.8,7.7,12,1,63.19
